latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-8.04959,-50.64756,337.51,0.45,0.39,2026-06-15,1713,N,VIIRS,l,2.0NRT,308.54,11.39,D
-8.04667,-50.65222,349.47,0.45,0.39,2026-06-15,1713,N,VIIRS,n,2.0NRT,306.22,28.11,D
-8.04601,-50.64813,334.32,0.45,0.39,2026-06-15,1713,N,VIIRS,n,2.0NRT,303.34,11.39,D
-8.04596,-47.77919,334.6,0.43,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,304.46,4.81,D
-8.04547,-47.75094,335.1,0.43,0.46,2026-06-15,1713,N,VIIRS,l,2.0NRT,309.11,5.87,D
-8.0363,-47.74833,337.12,0.43,0.46,2026-06-15,1713,N,VIIRS,l,2.0NRT,309.09,8.04,D
-8.02918,-47.75762,335.26,0.43,0.46,2026-06-15,1713,N,VIIRS,l,2.0NRT,307.29,3.87,D
-8.02849,-47.75364,333.58,0.43,0.46,2026-06-15,1713,N,VIIRS,l,2.0NRT,305.9,3.87,D
-8.01492,-55.5231,333.78,0.41,0.37,2026-06-15,1713,N,VIIRS,l,2.0NRT,306.73,5.86,D
-8.00181,-55.50582,340.17,0.41,0.37,2026-06-15,1713,N,VIIRS,n,2.0NRT,305.55,10.98,D
-8.00125,-55.50207,347.59,0.41,0.37,2026-06-15,1713,N,VIIRS,n,2.0NRT,301.65,8.9,D
-7.98104,-42.67828,349.8,0.47,0.64,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.42,0.18,D
-7.9228,-48.25039,345.41,0.41,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,309.01,6.58,D
-7.89945,-49.92234,330.14,0.49,0.4,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.92,5.06,D
-7.89115,-47.13988,337.25,0.48,0.48,2026-06-15,1713,N,VIIRS,n,2.0NRT,301.66,3.17,D
-7.83497,-50.23612,335.2,0.47,0.4,2026-06-15,1713,N,VIIRS,n,2.0NRT,302.96,2.92,D
-7.77021,-47.57194,333.85,0.45,0.47,2026-06-15,1713,N,VIIRS,n,2.0NRT,301.48,2.42,D
-7.76589,-47.57267,351.72,0.45,0.47,2026-06-15,1713,N,VIIRS,n,2.0NRT,302.23,6.19,D
-7.37461,-49.85435,346.44,0.5,0.41,2026-06-15,1713,N,VIIRS,n,2.0NRT,309.7,22.36,D
-7.32268,-46.9643,333.62,0.5,0.49,2026-06-15,1713,N,VIIRS,l,2.0NRT,305.95,7.42,D
-7.1509,-46.97431,335.32,0.5,0.49,2026-06-15,1713,N,VIIRS,n,2.0NRT,302.94,6.78,D
-7.1401,-48.17431,331.35,0.42,0.45,2026-06-15,1713,N,VIIRS,l,2.0NRT,304.52,1.53,D
-7.13497,-42.6234,341.29,0.49,0.65,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.35,5.3,D
-7.13425,-42.6252,335.77,0.49,0.65,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.4,4.42,D
-7.13345,-42.62074,330.24,0.49,0.65,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.44,4.42,D
-7.059,-47.51351,333.95,0.47,0.47,2026-06-15,1713,N,VIIRS,n,2.0NRT,302.79,7.98,D
-6.91636,-53.35451,333.08,0.39,0.36,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.72,2.47,D
-6.84269,-46.38816,342.53,0.56,0.51,2026-06-15,1713,N,VIIRS,n,2.0NRT,305.31,7.12,D
-6.84182,-46.38314,335.5,0.56,0.51,2026-06-15,1713,N,VIIRS,n,2.0NRT,304.66,7.12,D
-6.83752,-47.90993,345.36,0.44,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,305.12,10.45,D
-6.83687,-47.90602,353.9,0.44,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,310.02,42.67,D
-6.83622,-47.90208,355.3,0.44,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,306.65,42.67,D
-6.83257,-47.90662,354.42,0.44,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,302.63,9.49,D
-6.83191,-47.90259,367,0.44,0.46,2026-06-15,1713,N,VIIRS,h,2.0NRT,303.21,9.49,D
-6.6928,-40.91653,349.61,0.65,0.73,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.11,11.64,D
-6.68679,-40.91373,342.74,0.65,0.73,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.07,14.42,D
-6.66947,-47.68352,331.48,0.46,0.47,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.71,1.99,D
-6.65908,-51.95023,330.24,0.41,0.37,2026-06-15,1713,N,VIIRS,l,2.0NRT,302.79,2.67,D
-6.57772,-51.10067,344.44,0.44,0.39,2026-06-15,1713,N,VIIRS,n,2.0NRT,310.2,10.23,D
-6.57418,-51.1013,345.95,0.44,0.39,2026-06-15,1713,N,VIIRS,n,2.0NRT,309.19,10.23,D
-6.57354,-51.09724,330.96,0.44,0.39,2026-06-15,1713,N,VIIRS,l,2.0NRT,305.58,10.23,D
-6.56091,-53.41851,329.02,0.39,0.36,2026-06-15,1713,N,VIIRS,n,2.0NRT,300.82,2.74,D
-6.56037,-53.41504,334.04,0.39,0.36,2026-06-15,1713,N,VIIRS,n,2.0NRT,301.18,2.74,D
-6.46036,-47.07875,334.49,0.51,0.49,2026-06-15,1713,N,VIIRS,n,2.0NRT,300.83,5.59,D
-6.44643,-45.57869,356.79,0.32,0.55,2026-06-15,1713,N,VIIRS,n,2.0NRT,300.76,13.2,D
-6.44594,-45.57582,342.63,0.32,0.55,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.21,11.02,D
-6.43584,-45.57753,333.72,0.32,0.55,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.88,6.74,D
-6.4308,-45.57848,336.52,0.32,0.55,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.73,3.57,D
-6.33854,-47.52994,330.12,0.48,0.48,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.64,3.18,D
-6.33412,-47.53074,338.24,0.48,0.48,2026-06-15,1713,N,VIIRS,n,2.0NRT,300.61,3.18,D
-6.30864,-45.20927,367,0.34,0.56,2026-06-15,1713,N,VIIRS,h,2.0NRT,299.51,11.66,D
-6.2374,-48.51096,336.79,0.41,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.63,5.69,D
-6.23676,-48.50713,342.97,0.41,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,301.8,5.43,D
-6.23612,-48.50329,336.41,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.18,5.43,D
-6.22083,-47.47171,341.48,0.48,0.48,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.83,5.34,D
-6.21079,-45.14436,356.26,0.35,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,302.3,14.21,D
-6.2103,-45.14151,367,0.35,0.57,2026-06-15,1713,N,VIIRS,h,2.0NRT,297.58,14.3,D
-6.20609,-45.14818,367,0.35,0.56,2026-06-15,1713,N,VIIRS,h,2.0NRT,303.66,11.61,D
-6.20555,-45.14513,355.55,0.35,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.83,11.61,D
-6.20086,-45.14898,367,0.35,0.56,2026-06-15,1713,N,VIIRS,h,2.0NRT,299.92,11.61,D
-6.19255,-48.50744,332,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.57,5.39,D
-6.18902,-48.51197,355.68,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,301.38,15.22,D
-6.18846,-48.50853,331.01,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.39,5.39,D
-6.1879,-48.50506,367,0.42,0.45,2026-06-15,1713,N,VIIRS,h,2.0NRT,301.19,5.39,D
-6.1851,-45.1511,330.93,0.35,0.56,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.35,3.73,D
-6.1843,-48.50913,344.08,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,300.89,6.52,D
-6.18374,-48.5057,338.99,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.79,6.52,D
-6.1808,-45.15565,335.15,0.35,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.65,5.4,D
-6.1804,-45.15495,337.02,0.35,0.56,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.6,5,D
-6.18027,-45.15251,336.91,0.35,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.15,8.52,D
-6.17985,-45.15182,330.97,0.35,0.56,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.19,3.73,D
-6.16507,-48.49596,330.43,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.52,5.15,D
-6.14387,-45.3451,338.45,0.34,0.56,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.72,2.92,D
-6.14335,-45.34211,339.67,0.34,0.56,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.49,2.92,D
-6.12479,-45.70836,340.1,0.32,0.55,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.72,4.31,D
-5.99913,-47.81508,331.68,0.46,0.47,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.68,3.28,D
-5.99831,-47.83673,348.97,0.46,0.47,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.9,13.67,D
-5.8407,-43.48212,340.95,0.46,0.63,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.43,5.4,D
-5.83997,-43.47797,335.81,0.46,0.63,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.58,5.4,D
-5.80801,-45.08149,341.02,0.36,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.18,49.54,D
-5.80692,-45.07513,304.32,0.36,0.57,2026-06-15,1713,N,VIIRS,l,2.0NRT,312.99,71.52,D
-5.80638,-45.07196,292.96,0.36,0.57,2026-06-15,1713,N,VIIRS,l,2.0NRT,310.78,71.52,D
-5.80583,-45.06874,345.15,0.36,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,308.27,51.62,D
-5.80527,-45.0655,367,0.36,0.57,2026-06-15,1713,N,VIIRS,h,2.0NRT,294.53,51.62,D
-5.80276,-45.08258,332.88,0.36,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.39,49.54,D
-5.80222,-45.07942,355.62,0.36,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.41,49.54,D
-5.80167,-45.07623,367,0.36,0.57,2026-06-15,1713,N,VIIRS,h,2.0NRT,295.79,71.52,D
-5.80112,-45.07303,351.67,0.36,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,292.5,71.52,D
-5.80057,-45.06981,332.88,0.36,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,288.21,51.62,D
-5.79304,-45.12062,341.41,0.35,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,302.43,8.71,D
-5.79249,-45.11744,332.52,0.35,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,301.16,4.94,D
-5.63802,-45.91663,337.94,0.63,0.54,2026-06-15,1713,N,VIIRS,n,2.0NRT,295,10.71,D
-5.63707,-45.91098,340.35,0.63,0.54,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.2,14.61,D
-5.61276,-50.09049,330.23,0.51,0.41,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.27,2.63,D
-5.58747,-42.72754,367,0.52,0.67,2026-06-15,1713,N,VIIRS,h,2.0NRT,297.41,9.21,D
-5.5866,-42.72264,341.82,0.52,0.67,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.52,9.21,D
-5.30683,-43.0557,355.01,0.5,0.66,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.7,11.34,D
-5.30604,-43.05121,337.13,0.5,0.66,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.18,10.16,D
-4.90251,-45.24325,354,0.36,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,293.97,3.67,D
-4.90014,-45.24123,355.35,0.36,0.57,2026-06-15,1713,N,VIIRS,n,2.0NRT,291.92,5.95,D
-4.82089,-42.01358,337.24,0.59,0.7,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.49,7.72,D
-4.81991,-42.00807,334.13,0.59,0.7,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.12,7.72,D
-4.65139,-56.05902,330.78,0.41,0.37,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.31,2.56,D
-4.25581,-44.00468,329.39,0.45,0.63,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.37,2.09,D
-4.10685,-55.36489,332.26,0.39,0.36,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.55,2.28,D
-3.96076,-43.11465,343.28,0.52,0.67,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.4,6.31,D
-3.85708,-55.60929,339.98,0.39,0.36,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.45,5.31,D
-3.81189,-64.22021,332.43,0.41,0.6,2026-06-15,1713,N,VIIRS,n,2.0NRT,288.95,1.83,D
-3.81116,-49.02422,329.17,0.42,0.45,2026-06-15,1713,N,VIIRS,l,2.0NRT,299.59,3.76,D
-3.7359,-48.87519,341.66,0.43,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.52,4.16,D
-3.67892,-49.00618,341.97,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,299.07,7.46,D
-3.67831,-49.00235,340.99,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.91,7.46,D
-3.65771,-54.79348,333.5,0.38,0.36,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.46,4.94,D
-3.63386,-43.18277,339.56,0.52,0.67,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.89,8.91,D
-3.62684,-43.17894,333.61,0.52,0.67,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.18,3.41,D
-3.6267,-51.00042,331.04,0.48,0.4,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.73,2.49,D
-3.51102,-48.03608,339.98,0.49,0.49,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.62,4.71,D
-3.29781,-43.1272,329.03,0.53,0.67,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.28,4.54,D
-3.25005,-53.12173,332.99,0.4,0.37,2026-06-15,1713,N,VIIRS,n,2.0NRT,298.25,4.19,D
-3.20097,-58.07429,332.63,0.48,0.4,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.41,2.78,D
-3.11174,-45.18731,367,0.39,0.59,2026-06-15,1713,N,VIIRS,h,2.0NRT,297.38,11.7,D
-3.0553,-43.9977,328.49,0.47,0.64,2026-06-15,1713,N,VIIRS,n,2.0NRT,293.36,3.05,D
-3.0183,-54.54471,332.45,0.38,0.36,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.38,3.29,D
-3.01777,-54.54126,332.38,0.38,0.36,2026-06-15,1713,N,VIIRS,n,2.0NRT,297.89,4.13,D
-2.91197,-42.11646,348.06,0.63,0.72,2026-06-15,1713,N,VIIRS,n,2.0NRT,293.79,10.04,D
-2.90398,-42.06986,337.18,0.63,0.72,2026-06-15,1713,N,VIIRS,n,2.0NRT,293.74,3.86,D
-2.68739,-49.16991,334.45,0.43,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.42,5.47,D
-2.68319,-49.17059,347.73,0.43,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.02,5.47,D
-2.65822,-42.80637,335.82,0.57,0.69,2026-06-15,1713,N,VIIRS,n,2.0NRT,293.71,4.21,D
-2.65691,-42.80427,337.95,0.57,0.69,2026-06-15,1713,N,VIIRS,n,2.0NRT,293.41,4.77,D
-2.59346,-50.66648,339.11,0.52,0.41,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.06,6.16,D
-2.53312,-48.23806,340.52,0.49,0.49,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.71,5,D
-2.51715,-49.26636,331.99,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.66,2.16,D
-2.51015,-46.12049,353.01,0.34,0.56,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.71,6.76,D
-2.48849,-48.82398,340.6,0.45,0.47,2026-06-15,1713,N,VIIRS,n,2.0NRT,293.67,3.23,D
-2.47832,-49.29185,336.33,0.42,0.45,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.87,3.1,D
-2.40127,-48.64575,334.97,0.46,0.47,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.81,4.34,D
-2.29729,-49.64016,340.98,0.4,0.44,2026-06-15,1713,N,VIIRS,n,2.0NRT,296,3.98,D
-2.24781,-47.83399,329.34,0.53,0.5,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.91,3.28,D
-2.13311,-47.36546,329.91,0.57,0.52,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.61,3.17,D
-2.0734,-47.69006,331.73,0.54,0.51,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.87,7.04,D
-2.04653,-48.44812,341.33,0.49,0.48,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.96,8.69,D
-2.03406,-49.2664,334.8,0.43,0.46,2026-06-15,1713,N,VIIRS,n,2.0NRT,294.38,4.95,D
-1.95911,-48.16275,330.09,0.51,0.49,2026-06-15,1713,N,VIIRS,n,2.0NRT,295.74,5.04,D
-1.92482,-47.71442,332.1,0.55,0.51,2026-06-15,1713,N,VIIRS,n,2.0NRT,296.21,4.14,D
-1.65552,-47.98949,344.59,0.53,0.5,2026-06-15,1713,N,VIIRS,n,2.0NRT,293.77,7.78,D
-3.12137,-60.22894,328.04,0.42,0.46,2026-06-15,1715,N,VIIRS,n,2.0NRT,294.19,2.99,D
-2.01605,-56.5526,333.09,0.41,0.37,2026-06-15,1715,N,VIIRS,n,2.0NRT,297.34,5.54,D
-1.93045,-54.44021,333.1,0.39,0.36,2026-06-15,1715,N,VIIRS,n,2.0NRT,300.51,4.12,D
-1.88376,-55.17514,328.99,0.38,0.36,2026-06-15,1715,N,VIIRS,n,2.0NRT,298.27,0.73,D
-1.85668,-55.1757,334.35,0.38,0.36,2026-06-15,1715,N,VIIRS,n,2.0NRT,297.33,2.1,D
-1.84608,-55.23805,339.51,0.38,0.36,2026-06-15,1715,N,VIIRS,n,2.0NRT,300.83,3.58,D
-1.62086,-55.3584,338.72,0.39,0.36,2026-06-15,1715,N,VIIRS,n,2.0NRT,298.62,5.59,D
-1.53575,-50.50477,333.34,0.55,0.43,2026-06-15,1715,N,VIIRS,n,2.0NRT,295.83,5.03,D
-1.46663,-54.87783,332.4,0.38,0.36,2026-06-15,1715,N,VIIRS,n,2.0NRT,297.55,3.17,D
-1.40958,-55.45837,342.51,0.39,0.36,2026-06-15,1715,N,VIIRS,n,2.0NRT,297.79,5.89,D
-1.02756,-48.84361,329.58,0.47,0.48,2026-06-15,1715,N,VIIRS,n,2.0NRT,295.82,3.4,D
-1.02688,-48.83932,341.6,0.47,0.48,2026-06-15,1715,N,VIIRS,n,2.0NRT,296.98,8.98,D
